sha,Positive,Negative,Final,new,total
fbbaf2bd7e7c63b8b06c8ee030572c5a67b4e988,1,-1,0,0,
011841e454d0f7fcf502b59eec9c91540c8a5b76,1,-1,0,1,
2923f335309812f0aad58ac9ebfdacdaf9579d3a,2,-1,1,0,4
5257ec49eca4b9e9686a7fdbac01930e999a791a,1,-2,-1,0,
3f3d309a28f66f463bf7c6ade14e7908019b8aae,2,-2,0,1,
978a46cc0a5242702f248842f6feb97b8fbe0123,2,-1,1,5,
fe5c69bdd9d65ddd604a03bfc71081b5bc2ad40a,1,-1,0,5,
95b9b0af5ca986e07cd48730a1d935af6beee301,1,-2,-1,0,
b874edbf65e146cefd0f769767c587931e9f2552,2,-1,1,5,1
d2bd36fc4c9e200e7371c487b95b761bc9f3cd27,1,-1,0,6,
e72c197aa3a88e97c10793ee7870775ab8807f92,2,-4,-2,0,
bda6cb01c6b3f3304b3cb559d6694f130ad190fb,2,-2,0,,
3e6b54bb59d55d4d375c2e97157d34969b7ede0b,2,-3,-1,12,1
c795e8897b9f4ab14a318ac82d55af24116240cd,1,-1,0,3,
6e6edb59e709f0c6ddbff8345395e15a5df85ac2,1,-1,0,0,
9dd5c928f3ebf4b3fd8b6cf875d7b170a3a12a48,1,-2,-1,0,
1c7125750b7f8205c263f6ec730357742b25d222,1,-1,0,,
7f23c34b55428224e102fadeba4bbed2187858d5,2,-1,1,0,
0db652277f328c5b0d10afd16e19d78b897f5d82,1,-1,0,0,
614b9e0f25e81052ccd1357c7999d0e74a121663,2,-2,0,3,
b423a3578300b1dbcd8643336420d9683a023f51,2,-2,0,2,
b1695fe17d897c1d543fc6bf6aa25b2f30017c9a,2,-1,1,1,
c43dc3364b7db4f4ea1de9128c7cbb76eb1379ba,1,-1,0,0,
9ba942e59bd8f1917be2e32336e5fe95485f8c39,1,-1,0,0,
e975c5f6fe351869a2da06e2ec74d1529833eb9e,1,-1,0,0,
49d1db4113fb04b1d5001499d6c60fa9d3835aa4,2,-1,1,1,
bed74d8380c57302c771824548386d7f0cb79629,1,-1,0,3,
36304e1f050c212a888f8179bef6a3c17c755e79,1,-1,0,1,1
4afabd3f3c400109b82951e8bec95753103ea915,1,-2,-1,3,
1879433ae6df3add2dbde00722f8fef70c32af9c,1,-2,-1,3,
f99a1985ce92ff6fb378aa1240defc1792dbd742,1,-2,-1,,
1df5b02fd95bf77683b20de87556f5b20cd75979,1,-3,-2,3,1
8a095d0244da237f6eb76c4c24be49a1833b3988,1,-2,-1,1,
